,EDUCATION,SEX,MARRIAGE,AGE
5912,2,1,2,32
5913,2,2,2,26
5914,2,2,1,53
5915,1,2,1,41
5916,2,2,1,44
5917,3,2,1,46
5918,3,2,2,33
5919,1,2,2,29
5920,1,2,2,30
5921,2,2,1,45
5922,1,1,2,29
5923,1,2,2,33
5924,2,2,2,31
5925,2,2,1,53
5926,3,2,1,41
5927,1,2,2,29
5928,2,2,2,25
5929,3,2,1,54
5930,3,1,2,24
5931,2,2,1,43
5932,1,2,2,29
5933,3,2,1,39
5934,1,2,2,31
5935,2,2,1,34
5936,3,1,2,34
5937,2,2,1,36
5938,2,2,1,46
5939,3,2,2,32
5940,1,2,2,25
5941,2,2,1,30
5942,2,2,1,42
5943,1,2,1,38
5944,1,2,2,31
5945,0,1,2,39
5946,2,2,2,24
5947,2,2,1,24
5948,1,2,2,26
5949,2,2,1,36
5950,2,2,1,41
5951,1,1,1,47
5952,1,2,1,41
5953,1,2,2,27
5954,2,1,2,26
5955,2,1,2,22
5956,1,1,1,38
5957,2,2,2,25
5958,1,1,1,55
5959,2,2,2,24
5960,2,2,1,52
5961,2,2,1,29
5962,1,2,1,54
5963,1,2,1,32
5964,1,1,2,26
5965,2,2,1,32
5966,2,1,2,26
5967,1,1,2,27
5968,1,2,1,45
5969,2,2,1,34
5970,1,2,2,25
5971,2,1,1,28
5972,1,1,2,26
5973,2,1,1,31
5974,1,1,2,29
5975,2,2,2,24
5976,2,2,1,26
5977,3,2,2,28
5978,2,2,1,45
5979,1,2,2,24
5980,5,2,2,23
5981,1,1,1,42
5982,2,1,2,36
5983,1,1,2,27
5984,1,1,2,33
5985,3,1,1,44
5986,2,2,1,33
5987,3,2,2,39
5988,1,1,1,28
5989,1,1,2,32
5990,1,1,1,45
5991,1,1,2,47
5992,2,2,2,25
5993,2,1,1,47
5994,1,2,1,44
5995,1,1,2,30
5996,3,2,1,54
5997,3,2,2,26
5998,3,1,2,33
5999,3,2,1,36
6000,2,1,1,33
6001,1,2,2,37
6002,2,2,2,30
6003,1,1,2,36
6004,3,2,1,33
6005,3,1,1,53
6006,1,2,2,30
6007,3,2,1,56
6008,2,1,1,50
6009,2,2,1,42
6010,1,2,2,35
6011,1,2,1,30
6012,3,2,1,47
6013,2,2,2,21
6014,2,2,1,25
6015,2,2,1,49
6016,2,2,1,28
6017,2,1,1,49
6018,3,1,3,57
6019,1,1,1,43
6020,1,2,2,25
6021,3,2,1,39
6022,1,2,2,39
6023,3,2,1,71
6024,2,2,2,29
6025,1,1,1,31
6026,1,1,2,33
6027,1,1,1,36
6028,1,2,2,36
6029,3,2,1,42
6030,1,2,1,46
6031,1,2,2,33
6032,2,2,1,41
6033,2,2,1,35
6034,2,2,1,36
6035,1,1,1,45
6036,3,2,1,39
6037,1,2,2,29
6038,2,2,2,23
6039,2,2,1,49
6040,2,2,2,23
6041,2,2,2,32
6042,1,2,2,32
6043,2,1,1,38
6044,1,1,1,55
6045,2,2,1,27
6046,1,2,2,30
6047,2,2,1,26
6048,2,1,2,29
6049,3,2,1,52
6050,5,2,1,60
6051,2,1,1,58
6052,2,1,1,55
6053,1,2,1,51
6054,1,2,1,36
6055,1,2,2,49
6056,5,2,1,33
6057,1,1,1,44
6058,1,2,2,48
6059,1,2,1,36
6060,1,2,2,36
6061,2,2,1,36
6062,2,2,1,27
6063,1,2,2,33
6064,2,2,2,45
6065,3,2,1,56
6066,1,2,1,41
6067,2,2,2,28
6068,1,1,1,30
6069,2,1,2,27
6070,2,2,1,41
6071,2,2,1,41
6072,2,2,1,30
6073,1,1,1,48
6074,1,2,2,42
6075,1,2,1,38
6076,2,1,2,68
6077,2,2,2,26
6078,1,2,2,25
6079,1,1,2,28
6080,1,1,1,36
6081,3,2,1,47
6082,2,2,1,41
6083,2,2,2,64
6084,1,1,2,23
6085,1,2,1,37
6086,2,2,2,21
6087,2,1,2,36
6088,2,2,2,24
6089,2,2,1,52
6090,2,2,2,26
6091,3,2,1,58
6092,1,2,2,34
6093,1,1,2,24
6094,1,2,2,26
6095,2,1,1,31
6096,3,2,1,40
6097,2,1,1,38
6098,3,2,1,35
6099,2,2,1,30
6100,1,1,1,31
6101,1,1,1,33
6102,2,1,1,38
6103,3,2,2,51
6104,2,1,1,47
6105,2,2,1,47
6106,3,1,1,62
6107,2,2,1,36
6108,1,1,1,35
6109,1,2,1,39
6110,1,1,2,31
6111,2,2,1,36
6112,1,1,2,28
6113,3,2,2,23
6114,3,2,2,51
6115,1,1,1,35
6116,2,2,1,37
6117,1,1,2,26
6118,1,1,2,29
6119,2,2,2,24
6120,2,2,1,27
6121,2,2,1,29
6122,1,2,1,39
6123,2,2,1,41
6124,1,1,2,32
6125,3,2,1,47
6126,1,1,1,29
6127,2,2,1,60
6128,1,2,1,36
6129,1,1,2,33
6130,1,1,1,47
6131,1,1,2,27
6132,2,1,1,57
6133,1,2,2,27
6134,1,2,2,30
6135,2,2,1,39
6136,2,1,2,30
6137,2,2,2,22
6138,3,2,1,36
6139,1,1,2,33
6140,2,2,1,53
6141,1,2,2,53
6142,1,1,1,56
6143,1,1,2,35
6144,2,2,2,23
6145,3,2,1,46
6146,1,1,2,38
6147,2,1,2,39
6148,1,2,2,37
6149,1,2,2,31
6150,3,2,2,39
6151,3,1,2,48
6152,3,1,1,47
6153,1,1,1,41
6154,1,2,2,34
6155,1,2,2,24
6156,2,1,1,42
6157,3,1,1,44
6158,1,2,1,62
6159,2,2,2,40
6160,1,1,1,40
6161,1,1,2,28
6162,3,1,1,49
6163,2,1,2,31
6164,2,2,2,37
6165,2,2,3,42
6166,2,2,1,27
6167,1,1,1,33
6168,3,2,2,32
6169,1,1,2,29
6170,2,2,1,27
6171,2,2,1,48
6172,1,2,2,27
6173,1,2,1,48
6174,1,2,1,32
6175,2,1,2,25
6176,3,1,2,28
6177,2,1,2,35
6178,3,2,1,37
6179,3,1,2,29
6180,1,2,1,29
6181,2,2,1,35
6182,1,2,2,24
6183,2,2,2,27
6184,1,1,2,31
6185,1,1,2,48
6186,1,1,2,33
6187,2,2,1,28
6188,2,1,2,25
6189,1,1,2,31
6190,2,2,1,44
6191,1,1,2,30
6192,1,1,1,53
6193,1,2,1,45
6194,2,1,2,28
6195,2,1,2,41
6196,1,2,2,30
6197,2,2,2,27
6198,2,1,1,49
6199,3,2,2,55
6200,3,2,1,37
6201,1,1,1,38
6202,2,2,1,39
6203,1,2,2,29
6204,1,1,1,56
6205,3,1,1,28
6206,1,1,1,45
6207,1,1,2,29
6208,2,1,1,46
6209,1,2,2,30
6210,2,2,1,34
6211,2,1,1,52
6212,1,2,2,26
6213,2,2,2,25
6214,1,2,1,35
6215,2,1,1,41
6216,3,1,1,43
6217,1,2,2,38
6218,1,2,1,40
6219,2,1,2,27
6220,1,2,2,27
6221,2,2,2,23
6222,2,2,2,32
6223,3,2,2,28
6224,2,2,1,34
6225,1,2,2,29
6226,2,2,2,28
6227,3,1,1,47
6228,1,1,1,60
6229,1,2,2,29
6230,3,1,2,25
6231,1,2,2,28
6232,2,2,2,29
6233,3,1,1,30
6234,2,1,1,31
6235,2,2,2,30
6236,1,1,1,42
6237,2,1,1,30
6238,2,1,2,27
6239,2,1,1,44
6240,1,2,1,37
6241,1,1,2,29
6242,2,1,2,25
6243,1,2,2,36
6244,1,1,2,28
6245,1,2,2,28
6246,1,1,1,38
6247,1,2,2,30
6248,1,1,2,29
6249,2,1,1,36
6250,2,2,2,27
6251,2,2,1,43
6252,3,1,1,43
6253,2,2,1,37
6254,2,2,2,27
6255,2,2,2,39
6256,2,2,2,29
6257,2,1,1,45
6258,1,1,2,34
6259,2,1,2,32
6260,1,1,2,26
6261,1,2,2,28
6262,3,2,1,38
6263,2,1,2,29
6264,1,2,1,53
6265,2,2,1,38
6266,2,1,2,29
6267,2,2,1,47
6268,2,1,2,29
6269,1,2,2,27
6270,1,2,1,55
6271,1,2,2,23
6272,2,1,2,26
6273,1,1,1,30
6274,2,2,1,39
6275,2,1,1,50
6276,3,1,1,32
6277,1,2,2,32
6278,3,2,2,54
6279,2,2,1,36
6280,2,2,1,36
6281,1,1,2,26
6282,2,2,2,31
6283,3,1,1,29
6284,1,2,2,32
6285,3,1,2,30
6286,2,2,1,48
6287,1,2,1,33
6288,1,1,1,44
6289,2,2,1,28
6290,2,2,2,22
6291,2,1,1,51
6292,1,2,2,40
6293,1,1,1,55
6294,1,2,2,26
6295,2,2,2,32
6296,2,1,2,27
6297,2,2,2,27
6298,2,2,2,23
6299,2,2,2,24
6300,2,2,2,24
6301,2,2,2,49
6302,2,2,2,27
6303,1,2,2,25
6304,2,1,2,36
6305,1,2,2,43
6306,1,1,2,35
6307,1,1,1,49
6308,1,2,2,28
6309,2,2,1,44
6310,1,2,1,33
6311,1,1,1,52
6312,2,1,2,29
6313,1,1,2,29
6314,1,1,2,28
6315,1,1,2,24
6316,1,2,2,32
6317,2,1,1,35
6318,2,1,2,27
6319,1,1,1,44
6320,2,1,2,51
6321,2,2,1,38
6322,3,2,2,40
6323,2,2,2,30
6324,1,1,1,49
6325,3,1,1,51
6326,2,2,1,35
6327,2,2,2,22
6328,1,1,2,43
6329,1,2,2,31
6330,2,2,2,29
6331,2,1,2,24
6332,1,1,1,60
6333,2,2,1,44
6334,2,2,1,33
6335,2,2,2,34
6336,1,2,2,29
6337,3,1,2,26
6338,3,2,2,53
6339,2,2,3,35
6340,2,2,2,25
6341,1,1,1,35
6342,1,1,1,49
6343,3,1,1,53
6344,2,2,2,27
6345,2,2,2,36
6346,2,2,1,31
6347,2,2,2,31
6348,1,1,2,34
6349,1,1,1,39
6350,1,1,1,43
6351,1,2,2,30
6352,1,1,2,33
6353,1,2,1,46
6354,1,2,2,53
6355,2,2,1,34
6356,2,2,1,26
6357,1,2,1,40
6358,1,1,1,48
6359,1,1,2,27
6360,2,2,2,32
6361,2,2,1,28
6362,3,1,2,32
6363,1,2,2,27
6364,3,2,1,59
6365,3,1,1,27
6366,2,2,2,27
6367,2,2,1,37
6368,1,2,2,26
6369,2,2,1,34
6370,2,1,2,31
6371,2,2,2,22
6372,2,1,2,33
6373,1,1,1,52
6374,1,1,2,45
6375,2,2,1,29
6376,1,2,2,41
6377,3,2,2,26
6378,1,1,2,34
6379,2,2,1,27
6380,2,1,1,32
6381,2,2,1,42
6382,2,2,1,30
6383,2,1,2,29
6384,2,2,2,22
6385,1,2,2,36
6386,2,1,2,29
6387,1,2,2,28
6388,1,2,2,31
6389,3,1,0,40
6390,2,2,2,33
6391,2,2,1,47
6392,1,1,2,30
6393,2,2,2,34
6394,1,1,2,37
6395,1,1,2,26
6396,3,2,1,24
6397,2,1,2,26
6398,1,1,2,24
6399,3,1,1,33
6400,2,1,2,23
6401,2,1,1,29
6402,2,2,2,33
6403,3,2,2,27
6404,2,2,2,24
6405,1,1,2,38
6406,1,2,2,38
6407,3,2,1,35
6408,2,2,2,33
6409,2,1,2,48
6410,1,2,1,43
6411,3,1,1,41
6412,2,1,2,45
6413,1,1,2,33
6414,1,2,1,33
6415,2,1,1,47
6416,2,2,1,39
6417,2,1,2,25
6418,1,1,1,38
6419,2,2,2,27
6420,2,1,2,33
6421,2,2,2,28
6422,1,1,2,34
6423,1,1,2,28
6424,3,1,1,38
6425,2,1,1,39
6426,1,2,2,24
6427,2,2,2,23
6428,2,2,2,25
6429,2,1,2,21
6430,2,1,2,35
6431,1,1,1,37
6432,3,2,1,53
6433,1,2,1,38
6434,1,2,2,39
6435,2,1,1,36
6436,2,1,2,26
6437,2,2,1,35
6438,2,2,3,54
6439,1,2,2,33
6440,2,2,2,30
6441,2,2,2,24
6442,1,2,1,27
6443,2,2,2,32
6444,2,2,2,48
6445,1,2,1,45
6446,5,2,1,46
6447,1,2,1,47
6448,2,2,2,22
6449,3,2,2,22
6450,2,2,1,23
6451,1,2,2,23
6452,1,1,1,46
6453,2,2,1,23
6454,2,2,1,25
6455,1,2,2,28
6456,1,2,2,32
6457,4,2,1,36
6458,2,2,2,28
6459,3,1,2,47
6460,3,2,1,54
6461,2,1,1,45
6462,1,2,2,52
6463,2,2,2,34
6464,2,1,2,29
6465,1,2,2,34
6466,2,2,1,49
6467,1,1,2,27
6468,5,2,1,27
6469,1,1,2,34
6470,3,2,1,34
6471,2,2,2,48
6472,2,1,1,43
6473,2,2,2,23
6474,1,2,2,29
6475,2,1,1,49
6476,1,1,2,29
6477,1,2,2,32
6478,3,1,2,29
6479,2,1,1,40
6480,2,2,1,24
6481,1,1,1,23
6482,2,1,2,26
6483,2,2,1,46
6484,4,2,2,25
6485,3,1,2,25
6486,3,2,1,45
6487,2,2,1,26
6488,1,2,2,39
6489,2,2,2,31
6490,3,1,1,34
6491,2,1,1,38
6492,2,2,1,40
6493,2,1,2,34
6494,2,2,2,35
6495,5,2,1,28
6496,3,1,1,46
6497,2,2,1,40
6498,2,2,2,32
6499,2,2,2,26
6500,3,1,1,47
6501,5,2,1,54
6502,3,2,2,29
6503,2,1,1,36
6504,2,1,2,32
6505,2,2,1,42
6506,2,1,2,52
6507,2,2,2,24
6508,2,2,2,36
6509,2,1,2,25
6510,1,1,2,38
6511,2,2,1,61
6512,3,1,2,34
6513,1,2,1,41
6514,2,2,1,48
6515,2,1,1,41
6516,2,2,3,38
6517,2,1,2,27
6518,3,1,2,22
6519,1,1,2,37
6520,1,2,2,37
6521,3,2,2,24
6522,1,2,2,26
6523,2,1,1,36
6524,2,1,1,33
6525,2,2,1,30
6526,1,2,2,24
6527,2,2,1,49
6528,5,2,2,23
6529,2,2,2,23
6530,3,1,1,61
6531,2,1,2,28
6532,2,2,1,36
6533,2,1,2,27
6534,1,1,1,35
6535,2,2,1,26
6536,2,2,1,29
6537,1,2,1,40
6538,2,2,2,28
6539,1,2,2,28
6540,1,1,2,31
6541,3,2,1,52
6542,3,2,1,52
6543,1,2,1,43
6544,3,1,1,32
6545,2,2,1,60
6546,2,1,2,26
6547,2,2,1,36
6548,1,2,2,46
6549,1,1,2,23
6550,2,1,2,24
6551,2,2,2,27
6552,3,2,2,30
6553,3,1,1,43
6554,1,1,2,28
6555,1,1,2,38
6556,2,1,2,22
6557,3,1,1,50
6558,3,2,2,30
6559,2,2,1,32
6560,2,2,3,43
6561,1,1,1,63
6562,2,2,2,29
6563,1,1,1,39
6564,2,1,2,31
6565,2,1,2,28
6566,2,2,1,32
6567,1,2,2,25
6568,2,2,2,48
6569,2,1,2,48
6570,2,2,1,56
6571,2,2,1,22
6572,1,2,2,26
6573,2,2,1,33
6574,1,1,1,38
6575,2,2,2,23
6576,3,1,1,31
6577,1,2,1,41
6578,1,2,1,41
6579,2,2,2,25
6580,1,1,2,25
6581,3,1,1,40
6582,2,1,2,29
6583,2,2,2,27
6584,1,2,2,36
6585,2,1,2,26
6586,3,1,1,42
6587,6,2,3,38
6588,1,1,1,47
6589,1,2,1,34
6590,2,2,1,42
6591,2,2,1,41
6592,1,1,1,45
6593,2,1,2,56
6594,1,2,2,24
6595,2,2,2,23
6596,2,2,2,50
6597,1,2,2,27
6598,1,1,2,33
6599,2,1,2,30
6600,2,1,2,24
6601,3,1,1,50
6602,2,2,2,38
6603,2,2,1,40
6604,3,2,3,27
6605,1,1,1,43
6606,1,2,2,36
6607,2,2,2,27
6608,2,2,2,22
6609,1,1,1,47
6610,3,2,2,27
6611,1,2,2,25
6612,1,1,2,33
6613,2,2,2,25
6614,2,2,2,31
6615,3,1,2,34
6616,3,2,2,52
6617,2,1,2,26
6618,2,1,2,37
6619,2,2,2,48
6620,1,2,1,38
6621,2,2,1,41
6622,3,2,1,45
6623,2,2,2,24
6624,1,2,2,30
6625,1,1,2,27
6626,2,2,2,40
6627,2,2,1,37
6628,2,1,1,31
6629,3,2,1,44
6630,2,2,2,35
6631,1,1,2,29
6632,2,1,2,28
6633,2,2,1,34
6634,2,2,2,37
6635,2,1,2,24
6636,3,2,1,41
6637,2,1,1,30
6638,3,2,2,27
6639,3,1,1,53
6640,1,1,2,30
6641,1,1,2,26
6642,1,1,2,29
6643,1,1,2,29
6644,2,2,2,56
6645,2,2,1,46
6646,2,1,1,29
6647,2,1,1,45
6648,1,1,1,33
6649,1,2,2,30
6650,2,2,1,36
6651,2,1,2,29
6652,3,2,1,50
6653,2,2,2,40
6654,1,2,2,26
6655,2,1,1,58
6656,3,2,2,30
6657,2,2,2,26
6658,2,1,1,39
6659,2,1,2,44
6660,2,2,1,36
6661,1,2,1,33
6662,1,1,1,39
6663,2,1,2,30
6664,1,2,2,33
6665,2,1,1,30
6666,1,2,1,57
6667,2,1,2,39
6668,3,1,1,51
6669,2,2,2,30
6670,1,1,2,26
6671,1,2,2,42
6672,1,2,2,31
6673,1,1,2,34
6674,1,1,2,34
6675,2,2,1,32
6676,1,1,2,30
6677,3,1,2,24
6678,2,2,1,42
6679,1,2,2,25
6680,2,1,1,39
6681,2,2,1,28
6682,2,1,1,36
6683,1,1,1,38
6684,2,1,1,37
6685,2,2,2,29
6686,1,1,2,29
6687,2,1,1,42
6688,2,1,1,40
6689,2,2,1,29
6690,3,2,2,47
6691,3,1,2,38
6692,2,1,2,26
6693,1,1,1,42
6694,2,1,2,24
6695,1,2,2,43
6696,2,1,1,31
6697,3,1,2,27
6698,3,1,1,29
6699,2,1,2,43
6700,2,2,2,25
6701,2,2,1,45
6702,2,2,2,30
6703,1,1,3,27
6704,2,1,2,25
6705,2,1,2,29
6706,2,2,2,35
6707,2,2,2,23
6708,2,2,2,24
6709,2,2,2,23
6710,3,1,2,25
6711,2,2,2,23
6712,2,1,2,50
6713,1,1,2,31
6714,1,1,1,45
6715,2,2,2,25
6716,1,2,2,39
6717,1,1,2,27
6718,2,2,2,29
6719,2,2,2,26
6720,1,2,2,26
6721,2,1,2,55
6722,1,1,1,47
6723,1,1,1,46
6724,3,2,1,31
6725,1,1,1,36
6726,2,1,2,34
6727,1,1,2,29
6728,3,1,2,25
6729,2,2,1,43
6730,1,2,2,39
6731,1,1,1,60
6732,2,1,1,34
6733,2,2,2,21
6734,2,2,1,31
6735,1,2,2,23
6736,1,2,1,33
6737,1,1,2,47
6738,1,1,1,32
6739,2,2,2,32
6740,1,2,1,32
6741,2,2,2,27
6742,5,2,2,29
6743,2,2,1,41
6744,2,1,2,23
6745,2,2,2,26
6746,1,1,2,34
6747,1,2,1,37
6748,3,1,1,48
6749,1,2,2,30
6750,3,2,1,46
6751,1,1,1,32
6752,3,2,1,50
6753,2,2,1,44
6754,1,2,2,24
6755,1,1,1,45
6756,2,1,1,28
6757,2,1,2,24
6758,2,2,1,51
6759,2,2,2,29
6760,2,2,2,26
6761,2,2,2,29
6762,1,2,1,45
6763,3,2,1,41
6764,1,2,1,29
6765,2,2,1,34
6766,1,2,1,36
6767,2,1,1,31
6768,1,2,2,57
6769,1,2,1,25
6770,2,1,1,28
6771,2,1,1,53
6772,3,2,2,46
6773,2,2,2,32
6774,2,1,1,42
6775,1,1,2,30
6776,1,1,1,46
6777,2,2,1,30
6778,1,1,2,27
6779,2,1,1,42
6780,3,1,1,43
6781,3,2,2,34
6782,1,1,1,32
6783,1,2,2,26
6784,1,2,2,24
6785,3,2,1,42
6786,2,2,1,30
6787,1,2,2,31
6788,1,2,2,25
6789,2,2,1,45
6790,2,1,1,35
6791,2,1,2,22
6792,2,1,1,40
6793,2,2,1,29
6794,1,1,2,34
6795,1,2,1,38
6796,3,1,1,47
6797,2,1,2,34
6798,1,2,2,32
6799,2,1,2,24
6800,3,1,1,50
6801,1,1,1,53
6802,1,2,2,30
6803,2,1,2,27
6804,1,1,2,33
6805,3,2,2,47
6806,2,1,2,25
6807,1,1,2,45
6808,2,2,2,30
6809,1,1,1,42
6810,1,1,2,30
6811,2,2,2,36
6812,1,2,1,37
6813,1,2,2,29
6814,2,1,2,31
6815,1,1,1,54
6816,1,2,2,27
6817,1,1,2,27
6818,1,1,1,46
6819,1,1,1,44
6820,2,2,1,32
6821,2,2,1,43
6822,2,2,1,27
6823,2,2,1,51
6824,1,2,2,23
6825,1,2,2,28
6826,1,2,1,37
6827,1,2,2,24
6828,2,1,2,26
6829,2,1,1,53
6830,2,2,2,26
6831,3,2,1,36
6832,1,1,2,26
6833,2,1,1,42
6834,1,2,2,24
6835,1,2,1,31
6836,2,1,2,36
6837,1,1,2,25
6838,2,2,2,42
6839,1,2,1,51
6840,3,1,1,52
6841,2,2,1,36
6842,2,1,2,25
6843,2,1,2,39
6844,1,2,2,29
6845,2,2,2,34
6846,1,2,2,26
6847,1,1,2,32
6848,1,2,2,38
6849,2,2,2,55
6850,1,1,2,33
6851,2,2,1,25
6852,2,1,2,42
6853,3,1,2,34
6854,1,1,1,35
6855,1,2,2,43
6856,1,2,2,29
6857,1,2,1,33
6858,3,2,1,48
6859,1,1,2,32
6860,2,1,1,42
6861,1,2,2,31
6862,2,2,1,36
6863,3,2,3,48
6864,1,1,2,30
6865,2,2,1,37
6866,2,2,1,39
6867,2,1,2,29
6868,6,2,2,25
6869,1,1,2,38
6870,1,1,2,56
6871,1,1,1,58
6872,2,1,2,30
6873,3,1,1,56
6874,1,1,2,22
6875,2,2,2,23
6876,0,1,2,30
6877,1,1,2,29
6878,2,1,1,52
6879,2,2,1,40
6880,3,2,2,42
6881,1,2,1,38
6882,5,2,2,45
6883,2,1,2,36
6884,2,1,1,38
6885,1,2,2,33
6886,3,2,3,55
6887,2,1,2,44
6888,2,1,2,23
6889,1,1,2,29
6890,1,1,2,31
6891,1,2,2,29
6892,5,2,1,36
6893,2,2,2,29
6894,1,2,1,43
6895,1,1,2,29
6896,2,1,2,35
6897,2,1,2,32
6898,3,2,2,39
6899,3,2,1,38
6900,2,2,2,31
6901,1,2,2,26
6902,2,2,2,29
6903,2,2,2,24
6904,4,2,1,30
6905,2,1,2,25
6906,2,1,1,62
6907,2,1,2,46
6908,1,2,1,31
6909,3,2,2,29
6910,1,1,1,38
6911,2,2,1,38
6912,1,1,1,63
6913,2,1,1,39
6914,2,1,2,27
6915,2,2,2,25
6916,1,1,2,22
6917,1,1,2,26
6918,2,2,2,40
6919,3,2,1,28
6920,1,2,2,32
6921,1,2,2,29
6922,1,2,2,35
6923,1,1,1,43
6924,2,2,3,49
6925,2,2,2,44
6926,2,2,2,24
6927,2,2,1,26
6928,1,2,2,31
6929,3,1,2,39
6930,1,2,2,35
6931,1,1,2,28
6932,1,1,2,37
6933,3,1,3,59
6934,1,2,2,28
6935,1,1,1,41
6936,1,1,2,28
6937,2,1,2,27
6938,1,1,1,51
6939,1,2,2,23
6940,1,2,2,33
6941,3,2,2,48
6942,2,1,2,27
6943,2,1,2,33
6944,2,2,1,50
6945,2,1,2,25
6946,2,2,1,37
6947,3,1,1,64
6948,1,2,2,35
6949,2,2,1,40
6950,3,2,2,27
6951,2,2,2,26
6952,2,2,2,31
6953,3,1,1,64
6954,1,2,2,33
6955,1,2,1,50
6956,1,2,2,28
6957,2,2,2,24
6958,1,2,2,27
6959,1,2,2,32
6960,2,1,3,34
6961,2,1,2,47
6962,1,1,2,38
6963,1,1,1,40
6964,1,2,1,41
6965,3,2,2,23
6966,3,2,1,32
6967,2,2,2,29
6968,2,1,2,25
6969,1,2,2,45
6970,2,1,1,49
6971,2,1,2,37
6972,1,1,1,38
6973,2,1,2,24
6974,2,1,1,31
6975,3,2,1,36
6976,2,1,2,27
6977,2,1,1,44
6978,1,1,2,30
6979,3,2,2,57
6980,2,2,1,35
6981,2,2,1,38
6982,1,2,2,24
6983,1,2,1,51
6984,3,1,2,43
6985,1,1,1,40
6986,1,2,2,27
6987,2,2,2,50
6988,3,1,1,51
6989,2,2,2,26
6990,3,1,2,59
6991,2,2,1,40
6992,1,2,2,36
6993,1,2,2,28
6994,3,2,2,28
6995,1,1,2,41
6996,2,1,2,25
6997,1,1,2,33
6998,1,1,1,41
6999,3,2,1,57
7000,3,2,2,22
7001,1,1,1,55
7002,3,2,1,39
7003,3,1,2,58
7004,1,2,2,29
7005,2,2,2,28
7006,1,2,1,33
7007,2,2,1,44
7008,3,2,1,41
7009,2,1,1,59
7010,3,1,1,43
7011,1,2,2,37
7012,3,1,2,29
7013,2,1,1,32
7014,2,2,2,41
7015,1,2,1,45
7016,2,1,2,31
7017,2,1,2,38
7018,2,2,2,28
7019,2,2,2,24
7020,3,1,1,51
7021,2,2,2,43
7022,2,1,1,44
7023,2,2,1,42
7024,2,2,2,25
7025,2,1,3,40
7026,1,2,1,35
7027,1,2,2,27
7028,1,1,1,49
7029,1,2,2,40
7030,2,2,1,43
7031,1,2,1,40
7032,2,2,1,31
7033,2,2,1,24
7034,2,2,1,30
7035,1,2,1,37
7036,1,1,2,35
7037,1,1,1,52
7038,2,1,1,61
7039,2,2,1,25
7040,1,2,1,39
7041,2,1,1,51
7042,1,2,2,26
7043,1,1,2,24
7044,2,2,1,42
7045,1,2,2,26
7046,2,2,1,53
7047,2,1,1,32
7048,1,2,2,44
7049,2,2,1,34
7050,3,2,1,55
7051,2,1,2,51
7052,2,2,2,29
7053,3,2,1,46
7054,1,2,2,24
7055,3,1,2,31
7056,1,1,2,29
7057,2,1,2,28
7058,2,2,1,34
7059,2,2,3,30
7060,2,2,1,37
7061,2,2,2,29
7062,2,2,2,30
7063,3,1,2,37
7064,2,2,2,23
7065,1,2,2,25
7066,1,2,2,32
7067,1,2,2,30
7068,2,1,1,37
7069,2,1,2,38
7070,1,1,1,40
7071,1,1,2,32
7072,2,2,1,41
7073,2,2,2,31
7074,2,2,2,45
7075,3,2,3,43
7076,2,2,1,42
7077,1,1,1,40
7078,2,2,1,43
7079,3,2,1,42
7080,2,2,2,35
7081,2,2,1,36
7082,1,1,2,31
7083,2,2,1,29
7084,1,2,1,40
7085,1,2,1,36
7086,3,1,1,38
7087,1,2,2,27
7088,2,2,1,55
7089,1,2,2,28
7090,2,2,2,29
7091,2,2,2,23
7092,2,2,2,41
7093,1,2,2,32
7094,2,2,1,27
7095,2,2,2,23
7096,1,2,2,34
7097,1,1,1,38
7098,2,2,1,47
7099,2,1,2,41
7100,2,2,2,24
7101,1,2,2,33
7102,3,1,2,35
7103,5,2,1,44
7104,1,2,2,37
7105,3,1,2,47
7106,1,1,1,43
7107,1,2,2,28
7108,1,2,2,36
7109,2,2,2,28
7110,2,1,2,27
7111,1,1,2,40
7112,1,2,1,30
7113,2,2,1,31
7114,1,1,1,35
7115,2,2,2,48
7116,1,1,2,29
7117,2,2,1,35
7118,1,2,2,30
7119,2,2,1,35
7120,1,2,2,26
7121,2,2,1,47
7122,1,1,1,45
7123,1,2,2,42
7124,2,2,2,24
7125,2,2,2,39
7126,2,1,1,31
7127,2,1,2,40
7128,2,2,1,33
7129,2,2,2,39
7130,2,1,1,44
7131,2,2,2,34
7132,1,1,1,35
7133,3,2,2,22
7134,1,2,2,25
7135,1,1,2,27
7136,3,2,1,29
7137,1,1,1,38
7138,2,1,2,22
7139,3,2,1,48
7140,2,2,2,24
7141,2,2,2,21
7142,3,1,1,51
7143,2,1,1,39
7144,2,2,2,30
7145,2,1,2,35
7146,2,1,1,37
7147,2,2,1,42
7148,1,2,1,39
7149,1,1,2,27
7150,3,2,1,54
7151,1,2,2,24
7152,1,2,1,34
7153,2,2,1,37
7154,3,2,1,27
7155,2,2,2,24
7156,2,1,2,30
7157,2,2,2,27
7158,2,2,2,30
7159,1,2,2,35
7160,1,1,2,24
7161,2,2,2,37
7162,2,2,1,26
7163,2,1,1,43
7164,1,2,2,32
7165,3,2,1,68
7166,2,1,2,36
7167,1,1,1,37
7168,2,1,2,29
7169,2,1,1,51
7170,1,2,2,23
7171,3,2,1,39
7172,3,2,1,28
7173,1,1,1,47
7174,2,1,1,36
7175,3,2,1,55
7176,3,1,1,29
7177,2,1,1,61
7178,3,2,1,33
7179,2,1,1,62
7180,1,2,1,42
7181,1,1,2,34
